unique_id,type,state,town,clean_name,county,treated,townurl,confidence_level,ordinance,current_status,exclusion_method,excluded_groups,comments,match_assignment_method,centroid2020,contemporary_place_match,unique_place_matches,matching_cdp,matching_cousub,matching_county,PLACENHG,NAME1970,GJOIN1970,NAME1980,GJOIN1980,NAME1990,GJOIN1990,NAME2000,GJOIN2000,NAME2010,GJOIN2010,NAME2020,GJOIN2020,county_fips,COUNTY,NHGISCODE
01121,place,KY,Worthington,Worthington,NA,1,https://justice.tougaloo.edu/sundowntown/worthington-ky/,Probable,Don't Know,Probably,Unknown,Black,NA,Census fuzzy string match,NA,CDP:84864,CDP:84864,84864,NA,NA,G210848640,Worthington city,G2102205,Worthington city,G2102205,Worthington city,G21084864,Worthington city,G21084864,Worthington city,G21084864,Worthington city,G21084864,NA,NA,NA
01122,place,LA,Anacoco,Anacoco,NA,1,https://justice.tougaloo.edu/sundowntown/anacoco-la/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,TotalCensus Geography Match,NA,"NA,PLACE:01920","NA,PLACE:01920",01920,NA,NA,G220019200,NA,NA,Anacoco village,G2200043,Anacoco village,G22001920,Anacoco village,G22001920,Anacoco village,G22001920,Anacoco village,G22001920,NA,NA,NA
01123,place,LA,Golden Meadow,Golden Meadow,NA,1,https://justice.tougaloo.edu/sundowntown/golden-meadow-la/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,Census fuzzy string match,NA,CDP:29640,CDP:29640,29640,NA,NA,G220296400,Golden Meadow town,G2200465,Golden Meadow town,G2200465,Golden Meadow town,G22029640,Golden Meadow town,G22029640,Golden Meadow town,G22029640,Golden Meadow town,G22029640,NA,NA,NA
01124,place,LA,Grand Isle,Grand Isle,NA,1,https://justice.tougaloo.edu/sundowntown/grand-isle-la/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,Census fuzzy string match,NA,CDP:30830,CDP:30830,30830,NA,NA,G220308300,Grand Isle town,G2200510,Grand Isle town,G2200510,Grand Isle town,G22030830,Grand Isle town,G22030830,Grand Isle town,G22030830,Grand Isle town,G22030830,NA,NA,NA
01125,place,LA,Jean Lafitte,Jean Lafitte,NA,1,https://justice.tougaloo.edu/sundowntown/jean-lafitte-la/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,Census fuzzy string match,NA,CDP:38092,CDP:38092,38092,NA,NA,G220380920,NA,NA,Jean Lafitte town,G2200633,Jean Lafitte town,G22038092,Jean Lafitte town,G22038092,Jean Lafitte town,G22038092,Jean Lafitte town,G22038092,NA,NA,NA
01126,place,LA,Krotz Springs,Krotz Springs,NA,1,https://justice.tougaloo.edu/sundowntown/krotz-springs-la/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,Census fuzzy string match,NA,CDP:40280,CDP:40280,40280,NA,NA,G220402800,Krotz Springs town,G2200695,Krotz Springs town,G2200695,Krotz Springs town,G22040280,Krotz Springs town,G22040280,Krotz Springs town,G22040280,Krotz Springs town,G22040280,NA,NA,NA
01127,place,LA,Pitkin,Pitkin,NA,1,https://justice.tougaloo.edu/sundowntown/pitkin-la/,Probable,Don't Know,Don’t Know,Unknown,Black,"Pitkin is too small to be included in the census, but
the district of Vernon Parish in which it is located has
only 9 black residents out of 2,947 total.",Census fuzzy string match,NA,CDP:60600,CDP:60600,60600,NA,NA,G220606000,NA,NA,NA,NA,NA,NA,NA,NA,Pitkin CDP,G22060600,Pitkin CDP,G22060600,NA,NA,NA
01128,place,LA,Pollock,Pollock,NA,1,https://justice.tougaloo.edu/sundowntown/pollock-la/,Surely,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"“We got to Pollock, La., at about mid night. In front
of the town was a sign: ‘Nigger stay out of Pollock.’
Well, we %u2014 all 125 of us, armed, and with full packs %u2014
sang at the top of our voices: ‘John Brown’s body lies a
moldering in the ground, but his soul goes marching
on’ louder and louder. And the lights went on
throughout Pollock %u2014 perhaps the Civil War had begun
again?”
Pollock “was somewhat unusual for it forbade black
people into the town %u2014 period.”",Census fuzzy string match,NA,CDP:61580,CDP:61580,61580,NA,NA,G220615800,Pollock town,G2201095,Pollock town,G2201095,Pollock town,G22061580,Pollock town,G22061580,Pollock town,G22061580,Pollock town,G22061580,NA,NA,NA
01129,place,LA,Simpson,Simpson,NA,1,https://justice.tougaloo.edu/sundowntown/simpson-la/,Possible,Don't Know,Don’t Know,Unknown,Black,"Of Simpson’s black population in 1990, one is a 19-year-old and the other two are under the age of 4.",TotalCensus Geography Match,NA,"NA,PLACE:70595","NA,PLACE:70595",70595,NA,NA,G220705950,Simpson village,G2201268,Simpson village,G2201268,Simpson village,G22070595,Simpson village,G22070595,Simpson village,G22070595,Simpson village,G22070595,NA,NA,NA
01130,place,ME,Biddeford,Biddeford,NA,1,https://justice.tougaloo.edu/sundowntown/biddeford-me/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:04860,CDP:04860,04860,NA,NA,G230048600,Biddeford city,G2300420,Biddeford city,G2300420,Biddeford city,G23004860,Biddeford city,G23004860,Biddeford city,G23004860,Biddeford city,G23004860,NA,NA,NA
01131,place,ME,Brewer,Brewer,NA,1,https://justice.tougaloo.edu/sundowntown/brewer-me/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:06925,CDP:06925,06925,NA,NA,G230069250,Brewer city,G2300560,Brewer city,G2300560,Brewer city,G23006925,Brewer city,G23006925,Brewer city,G23006925,Brewer city,G23006925,NA,NA,NA
01132,place,ME,Fairfield,Fairfield,NA,1,https://justice.tougaloo.edu/sundowntown/fairfield-me/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:24285,CDP:24285,24285,NA,NA,G230242850,Fairfield CDP,G2301530,Fairfield CDP,G2301530,Fairfield CDP,G23024285,Fairfield CDP,G23024285,Fairfield CDP,G23024285,Fairfield CDP,G23024285,NA,NA,NA
01134,no match,ME,Malaga Island,Malaga Island,NA,1,https://justice.tougaloo.edu/sundowntown/malaga-island-me/,Surely,Don't Know,Surely Not,Police or Other Official Action,Black,"Benjamin Darling and other escaped slaves started a
settlement in 1847. Over time, other ethnic groups
moved to Malaga Island and intermarried with the
African Americans, creating a small multiracial society.
In the early 1900s, the island became desirable as a
tourist destination to more affluent whites. The
Malagites were characterized as lazy, incompetent,
and mentally ill. In 1912, they were served with a writ
to vacate the island, and many families were
institutionalized at the Maine School for the Feeble
Minded. The homes of the Malagites were razed,
graves exhumed, and any reminder of the former
residents destroyed.",No Contemporary Place Match. Located Place Centroid,"-69.87472193444836, 43.7813524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01135,place,ME,Milo,Milo,NA,1,https://justice.tougaloo.edu/sundowntown/milo-me/,Probable,Don't Know,Don’t Know,Threat of Violence,Black,"According to a Connecticut College student,
originally from Maine, Milo was a KKK center in the
1920s.",Census fuzzy string match,NA,CDP:45985,CDP:45985,45985,NA,NA,G230459850,Milo CDP,G2303000,Milo CDP,G2303000,Milo CDP,G23045985,Milo CDP,G23045985,Milo CDP,G23045985,Milo CDP,G23045985,NA,NA,NA
01136,place,ME,Orono,Orono,NA,1,https://justice.tougaloo.edu/sundowntown/orono-me/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:55575,CDP:55575,55575,NA,NA,G230555750,Orono CDP,G2303450,Orono CDP,G2303450,Orono CDP,G23055575,Orono CDP,G23055575,Orono CDP,G23055575,Orono CDP,G23055575,NA,NA,NA
01137,place,ME,Presque Isle,Presque Isle,NA,1,https://justice.tougaloo.edu/sundowntown/presque-isle-me/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:60825,CDP:60825,60825,NA,NA,G230608250,Presque Isle city,G2303770,Presque Isle city,G2303770,Presque Isle city,G23060825,Presque Isle city,G23060825,Presque Isle city,G23060825,Presque Isle city,G23060825,NA,NA,NA
01138,place,ME,Westbrook,Westbrook,NA,1,https://justice.tougaloo.edu/sundowntown/westbrook-me/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:82105,CDP:82105,82105,NA,NA,G230821050,Westbrook city,G2304960,Westbrook city,G2304960,Westbrook city,G23082105,Westbrook city,G23082105,Westbrook city,G23082105,Westbrook city,G23082105,NA,NA,NA
01139,place,MD,Brentwood,Brentwood,NA,1,https://justice.tougaloo.edu/sundowntown/brentwood-md/,Probable,Don't Know,Don’t Know,Reputation,Black,"Brentwood was a sundown suburb until the 1960s.
Blacks had to live in nearby North Brentwood.",Census fuzzy string match,NA,CDP:09500,CDP:09500,09500,NA,NA,G240095000,Brentwood town,G2400090,Brentwood town,G2400090,Brentwood town,G24009500,Brentwood town,G24009500,Brentwood town,G24009500,Brentwood town,G24009500,NA,NA,NA
01140,county,MD,Calvert County,Calvert County,24009,1,https://justice.tougaloo.edu/sundowntown/calvert-county-md/,Possible,Don't Know,Don’t Know,Unknown,Black,"Calvert County was once a majority black area, mostly
populated by former slaves. White flight from the
Washington DC area has pushed most of the old
residents out.",Census fuzzy string match,NA,county:24009,county:24009,NA,NA,24009,NA,NA,G2400090,NA,G2400090,NA,G2400090,NA,G2400090,NA,G2400090,NA,G2400090,NA,Calvert County,G2400090
01141,place,MD,Chevy Chase,Chevy Chase CDP,NA,1,https://justice.tougaloo.edu/sundowntown/chevy-chase-md/,Surely,Don't Know,Don’t Know,Zoning,Black,"Chevy Chase is actually four towns, but they are
generally discussed as one town.",TotalCensus Geography Match,NA,"NA,PLACE:16625","NA,PLACE:16625",16625,NA,NA,G240166250,Chevy Chase CDP,G2400182,Chevy Chase CDP,G2400182,Chevy Chase CDP,G24016625,Chevy Chase CDP,G24016625,Chevy Chase CDP,G24016625,Chevy Chase CDP,G24016625,NA,NA,NA
01142,place,MD,Crofton,Crofton,NA,1,https://justice.tougaloo.edu/sundowntown/crofton-md/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Zoning,Black,"“The nearby [to Columbia] suburb of Crofton was built
to be an exclusively Caucasian enclave, a destination
for white flight. Today, blacks and other racial
minorities live there freely.”
-“The Radical Burbs”, Jesse Walking, http://
reason.com/0301/cr.jw.the.shtml",Census fuzzy string match,NA,CDP:20875,CDP:20875,20875,NA,NA,G240208750,Crofton CDP,G2400243,Crofton CDP,G2400243,Crofton CDP,G24020875,Crofton CDP,G24020875,Crofton CDP,G24020875,Crofton CDP,G24020875,NA,NA,NA
01143,place,MD,Friendsville,Friendsville,NA,1,https://justice.tougaloo.edu/sundowntown/friendsville-md/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,Census fuzzy string match,NA,CDP:30850,CDP:30850,30850,NA,NA,G240308500,Friendsville town,G2400360,Friendsville town,G2400360,Friendsville town,G24030850,Friendsville town,G24030850,Friendsville town,G24030850,Friendsville town,G24030850,NA,NA,NA
01144,county,MD,Garrett County,Garrett County,24023,1,https://justice.tougaloo.edu/sundowntown/garrett-county-md/,Probable,Don't Know,Don’t Know,Unknown,Black,"Although Garrett County appears to have blacks in
census figures, a librarian says that these are mostly
residents of youth camps, detention camps, and in
early years, CCC, logging, and mining camps, as
opposed to permanent residents.",Census fuzzy string match,NA,county:24023,county:24023,NA,NA,24023,NA,NA,G2400230,NA,G2400230,NA,G2400230,NA,G2400230,NA,G2400230,NA,G2400230,NA,Garrett County,G2400230
01145,place,MD,Greenbelt,Greenbelt,NA,1,https://justice.tougaloo.edu/sundowntown/greenbelt-md/,Surely,Don't Know,Surely Not,NA,Black,"email 4/2008
I and my husband David Koopman, both European Americans, moved to Greenbelt Maryland in December 1963 from Ann Arbor, Michigan where I had experience volunteering in fair housing issues.
When we went to GHI (Greenbelt Housing) to sign the papers for purchasing our
home, I B Westway Rd. I inquired about the inclusion of African Americans as residents. The response was, “Don’t worry about it, we don’t allow them in here.” Having explained that my inquiry was about inclusion not exclusion of racial minorities, to an incredulous
GHI representative, we nonetheless did move into our duplex.",Census fuzzy string match,NA,CDP:34775,CDP:34775,34775,NA,NA,G240347750,Greenbelt city,G2400435,Greenbelt city,G2400435,Greenbelt city,G24034775,Greenbelt city,G24034775,Greenbelt city,G24034775,Greenbelt city,G24034775,NA,NA,NA
01146,place,MD,Lonaconing,Lonaconing,NA,1,https://justice.tougaloo.edu/sundowntown/lonaconing-md/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,Census fuzzy string match,NA,CDP:47875,CDP:47875,47875,NA,NA,G240478750,Lonaconing town,G2400590,Lonaconing town,G2400590,Lonaconing town,G24047875,Lonaconing town,G24047875,Lonaconing town,G24047875,Lonaconing town,G24047875,NA,NA,NA
01147,place,MD,Mayo,Mayo,NA,1,https://justice.tougaloo.edu/sundowntown/mayo-md/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Zoning,Black,"Mayo is a beach resort town that for a time was
covered by restricted covenants. The mayor once
stated that “No one is ever going to live in this town
whose nose is longer than mine or whose skin is
darker than mine.”",Census fuzzy string match,NA,CDP:51575,CDP:51575,51575,NA,NA,G240515750,Mayo CDP,G2400613,Mayo CDP,G2400613,Mayo CDP,G24051575,Mayo CDP,G24051575,Mayo CDP,G24051575,Mayo CDP,G24051575,NA,NA,NA
01148,place,MD,Mount Rainier,Mount Rainier,NA,1,https://justice.tougaloo.edu/sundowntown/mount-rainier-md/,Probable,Don't Know,Surely Not,NA,Black,"“The city’s original charter prohibited blacks from
voting in city elections. At least one mayor and one
city clerk were high-ranking members of the Ku Klux
Klan. And through the later ’40s, blacks could not be
in town after sundown, let alone live there.”
-“Grit and Granola”, Washington City Paper, 13 July
2001",Census fuzzy string match,NA,CDP:54275,CDP:54275,54275,NA,NA,G240542750,Mount Rainier city,G2400650,Mount Rainier city,G2400650,Mount Rainier city,G24054275,Mount Rainier city,G24054275,Mount Rainier city,G24054275,Mount Rainier city,G24054275,NA,NA,NA
01149,place,MD,Oakland,Oakland,NA,1,https://justice.tougaloo.edu/sundowntown/oakland-md/,Probable,Don't Know,Don’t Know,Unknown,Black,"“We all knew that blacks were not wanted in Garrett
County, especially in Oakland, where they tried to
lynch Mr. Les Clifford – the saxophone player – when I
was a boy.”
-Henry Louis Gate, Jr.",Census fuzzy string match,NA,CDP:57650,CDP:57650,57650,NA,NA,G240576500,Oakland town,G2400700,Oakland town,G2400700,Oakland town,G24057650,Oakland town,G24057650,Oakland town,G24057650,Oakland town,G24057650,NA,NA,NA
01150,place,MD,Princess Anne,Princess Anne,NA,1,https://justice.tougaloo.edu/sundowntown/princess-anne-md/,Possible,Don't Know,Surely Not,Violent Expulsion,Black,"“In Princess Anne, MD, a fight between a white man
and a Negro over the right of Negroes to congregate
in white business communities on Saturday night
resulted in a riot; 300 Negroes were driven from
town.”
“The Chronological History of the Negro in America”,
Bergman, Peter M. and Mort N. Bergman, 1969",Census fuzzy string match,NA,CDP:64000,CDP:64000,64000,NA,NA,G240640000,Princess Anne town,G2400805,Princess Anne town,G2400805,Princess Anne town,G24064000,Princess Anne town,G24064000,Princess Anne town,G24064000,Princess Anne town,G24064000,NA,NA,NA
01151,place,MD,Savage,Savage,NA,1,https://justice.tougaloo.edu/sundowntown/savage-md/,Surely,No,Surely Not,Other,NA,"“Savage was a company mill town for whites only. There are no written records indicating that it was a deliberate decision to segregate at the beginning of the Company or as it grew. Available census records from 1850 to 1980 indicated only 14 Black people lived in the census area of Savage and they were all young and part of White households. In 1870, two Black persons, both 11 year old female domestic servants in 1870, lived in Savage. Harriet Watkins lived in the household of the Customs House Officer, Samuel Mainster (1870 census, Maryland, Howard County, 6th election district, page 45, line 18) and Augusta Boston, lived with Samuel Isaacs, a miller, and his family (1870 census, Maryland, Howard County, 6th election district, page 50, line 7). A period between 1880 and 1940 recorded no Black people living in Savage.",Census fuzzy string match,NA,CDP:70475,CDP:70475,70475,NA,NA,G240704750,Savage-Guilford CDP,G2400870,Savage-Guilford CDP,G2400870,Savage-Guilford CDP,G24070487,Savage-Guilford CDP,G24070487,Savage CDP,G24070475,Savage CDP,G24070475,NA,NA,NA
01152,no match,MD,Scientists Cliff,Scientists Cliff,NA,1,https://justice.tougaloo.edu/sundowntown/scientists-cliff-md/,Possible,Don't Know,Don’t Know,Unknown,Black,"“My father spent part of his [childhood] growing up at
the cliffs. His father was one of the founders of the
community in the early 30s. My understanding is that
the community was founded as a private organization
to enable like-minded scientist types to live in the
same community. For many years– so I have been
told– you couldn’t even rent without having a
bachelor’s degree. Talk about snooty. Anyway, I spoke
to my father just this week and he said he can’t
imagine that they let in either Jews or blacks.”
-Maryland resident",No Contemporary Place Match. Located Place Centroid,"-76.513333, 38.5175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01153,place,MD,Smith Island,Smith Island,NA,1,https://justice.tougaloo.edu/sundowntown/smith-island-md/,Possible,"Perhaps, Some Oral Evidence",Don’t Know,Police or Other Official Action,Black,"In the 1880s, Smith Island had an anti-black curfew.",Census fuzzy string match,NA,CDP:72887,CDP:72887,72887,NA,NA,G240728870,NA,NA,NA,NA,NA,NA,Smith Island CDP,G24072887,Smith Island CDP,G24072887,Smith Island CDP,G24072887,NA,NA,NA
01154,place,MD,Tilghman Island,Tilghman Island,NA,1,https://justice.tougaloo.edu/sundowntown/tilghman-island-md/,Probable,"Perhaps, Some Oral Evidence",Don’t Know,Police or Other Official Action,Black,"Tilgham Island had an anti-black curfew, and according to one Maryland resident, posted a sundown
sign until the 1970s.",Census fuzzy string match,NA,CDP:77912,CDP:77912,77912,NA,NA,G240779120,NA,NA,NA,NA,NA,NA,Tilghman Island CDP,G24077912,Tilghman Island CDP,G24077912,Tilghman Island CDP,G24077912,NA,NA,NA
01155,place,MD,University Park,University Park,NA,1,https://justice.tougaloo.edu/sundowntown/university-park-md/,Probable,Don't Know,Don’t Know,Zoning,Black,"University Park “used to have an ordinance that buyers
into the area were required to sign. It forbade Jews as
well as blacks. It was pretty well subverted with
regard to Jews by the 1950s.” The first black resident
was John Hope Franklin, who moved to University Park
in 1966 or 67. The University of Maryland
administration attempted to prevent the Washington
Metro from having a stop on campus because it would
attract “urban” (black) presence.",Census fuzzy string match,NA,CDP:79675,CDP:79675,79675,NA,NA,G240796750,University Park town,G2400990,University Park town,G2400990,University Park town,G24079675,University Park town,G24079675,University Park town,G24079675,University Park town,G24079675,NA,NA,NA
01156,place,MD,Washington Grove,Washington Grove,NA,1,https://justice.tougaloo.edu/sundowntown/washington-grove-md/,Possible,Don't Know,Don’t Know,Unknown,Black,"Email 1/2008
I grew up for several years in Washington Grove, or at the border of it. There was a distinct black community next door but not IN Washington Grove. That community, Emory Grove, was notorious for its slum conditions. It didn%u2019t get public sewage until the early 1970s I believe. Montgomery County is today one of the wealthiest counties in the nation.",Census fuzzy string match,NA,CDP:81675,CDP:81675,81675,NA,NA,G240816750,Washington Grove town,G2401015,Washington Grove town,G2401015,Washington Grove town,G24081675,Washington Grove town,G24081675,Washington Grove town,G24081675,Washington Grove town,G24081675,NA,NA,NA
01157,place,MD,Westernport,Westernport,NA,1,https://justice.tougaloo.edu/sundowntown/westernport-md/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,Census fuzzy string match,NA,CDP:82750,CDP:82750,82750,NA,NA,G240827500,Westernport town,G2401025,Westernport town,G2401025,Westernport town,G24082750,Westernport town,G24082750,Westernport town,G24082750,Westernport town,G24082750,NA,NA,NA
01158,no match,MD,Woodland Beach,Woodland Beach,NA,1,https://justice.tougaloo.edu/sundowntown/woodland-beach-md/,Possible,Don't Know,Don’t Know,Threat of Violence,Black,"A house purchased by a black family in the late 1990s
or early 2000s was graffitied; the family gave up and
moved away. Others have charged loan discrimination.
“Blacks See Bias in a Pricier Neighborhood”,
Washington Post, 2 September 2001",No Contemporary Place Match. Located Place Centroid,"-76.5532949, 38.932335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01159,county subdivision,MA,Ashby,Ashby,NA,1,https://justice.tougaloo.edu/sundowntown/ashby-ma/,Probable,Don't Know,Probably,Unknown,Black,"In 1973, the annual town meeting voted 148 to 79 against inviting minority groups into town.",TotalCensus Geography Match,NA,"NA,COUSUB:01955","NA,COUSUB:01955",NA,01955,NA,NA,Ashby Town,G2500170015,ASHBY TOWN,G2500170015,Ashby town,G250017001955,Ashby town,G250017001955,Ashby town,G250017001955,Ashby town,G250017001955,25017,Middlesex County,G250017001955
01160,place,MA,Athol,Athol,NA,1,https://justice.tougaloo.edu/sundowntown/athol-ma/,Possible,Don't Know,Don’t Know,Unknown,Black,NA,Census fuzzy string match,NA,CDP:02515,CDP:02515,02515,NA,NA,G250025150,Athol CDP,G2500190,Athol CDP,G2500190,Athol CDP,G25002515,Athol CDP,G25002515,Athol CDP,G25002515,Athol CDP,G25002515,NA,NA,NA
01161,place,MA,Belmont,Belmont,NA,1,https://justice.tougaloo.edu/sundowntown/belmont-ma/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"Although Belmont appears to have a black population before 1990, they are overwhelmingly female, indicating that these are live-in domestic workers. In 1920, 24 of Belmont’s 28 blacks were women; 15 of 16 in 1930, and 46 of 51 in 1940. Belmont has since broken somewhat.",Census fuzzy string match,NA,CDP:05105,CDP:05105,05105,NA,NA,G250051050,NA,NA,Belmont CDP,G2500350,Belmont CDP,G25005105,Belmont CDP,G25005105,Belmont CDP,G25005105,Belmont CDP,G25005105,NA,NA,NA
01162,county subdivision,MA,Bolton,Bolton,NA,1,https://justice.tougaloo.edu/sundowntown/bolton-ma/,Possible,Don't Know,Don’t Know,Unknown,Black,"Email from a longtime resident:
11/2010
“My son is a H.S. junior in Bolton,MA. Just today his history teacher mentioned sundown towns and noted that Bolton (and Maynard) HAD the reputation of being sundown towns years ago. This is the reason I stumbled upon your WEB site. I’ve lived in Bolton since 1986. I’m 54 years old and a white male. Yes, the town is largely inhabited by white residents but I’ve never sensed any racism or hostility toward any ethnic, racial, or religious group or toward gays or lesbian couples who have lived here…I sure hope that Bolton is no longer a sundown town.”",TotalCensus Geography Match,NA,"NA,COUSUB:06365","NA,COUSUB:06365",NA,06365,NA,NA,Bolton Town,G2500270035,BOLTON TOWN,G2500270035,Bolton town,G250027006365,Bolton town,G250027006365,Bolton town,G250027006365,Bolton town,G250027006365,25027,Worcester County,G250027006365
01163,county subdivision,MA,Braintree,Braintree,NA,1,https://justice.tougaloo.edu/sundowntown/braintree-ma/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Zoning,Jewish,"“When I was a kid in the 40s in Boston, I know my
parents had gentile friends (‘aunt’ and ‘uncle’) who
lived in Braintree, Mass. and had restrictive covenants
(the whole town apparently) against Jews.”
-posted to the web, 2002",TotalCensus Geography Match,NA,"NA,COUSUB:07740","NA,COUSUB:07740",NA,07740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Braintree Town city,G250021007740,Braintree Town city,G250021007740,25021,Norfolk County,G250021007740
01164,place,MA,Brookline,Brookline,NA,1,https://justice.tougaloo.edu/sundowntown/brookline-ma/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"While Brookline appears to have had a black
population, they were overwhelmingly female, and
there are almost no children, indicating that the black
population was actually live-in domestic workers.",Census fuzzy string match,NA,CDP:09210,CDP:09210,09210,NA,NA,G250092100,NA,NA,Brookline CDP,G2500570,Brookline CDP,G25009210,Brookline CDP,G25009210,Brookline CDP,G25009210,Brookline CDP,G25009210,NA,NA,NA
01165,place,MA,Chicopee,Chicopee,NA,1,https://justice.tougaloo.edu/sundowntown/chicopee-ma/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,NA,Census fuzzy string match,NA,CDP:13660,CDP:13660,13660,NA,NA,G250136600,Chicopee city,G2500760,Chicopee city,G2500760,Chicopee city,G25013660,Chicopee city,G25013660,Chicopee city,G25013660,Chicopee city,G25013660,NA,NA,NA
01166,place,MA,Dedham,Dedham,NA,1,https://justice.tougaloo.edu/sundowntown/dedham-ma/,Probable,Don't Know,Don’t Know,Unknown,Black,"Dedham’s 1930 and 1940 black population were
moslty live-in domestic workers. In 1930, only one of
the black residents was under the age of 15 (a boy
under five), and in 1940, no black Dedhamites were
under the age of 15. Teenage domestic servants were
quite common in this era, so Dedham’s older black
teenagers (those 15-19) were mostly likely domestic
workers.",Census fuzzy string match,NA,CDP:16530,CDP:16530,16530,NA,NA,G250165300,NA,NA,Dedham CDP,G2500910,Dedham CDP,G25016530,Dedham CDP,G25016530,Dedham CDP,G25016530,Dedham CDP,G25016530,NA,NA,NA
01168,place,MA,Longmeadow,Longmeadow,NA,1,https://justice.tougaloo.edu/sundowntown/longmeadow-ma/,Possible,Don't Know,Don’t Know,Unknown,Jewish,"“It was not until after WWII that Jews were first seen in Longmeadow… A Jewish area realtor (up from Brooklyn in the years immediately following the war) told me many years ago that unwritten restrictions had kept Jews out until then.”
-posted to the web, 2005",Census fuzzy string match,NA,CDP:36335,CDP:36335,36335,NA,NA,G250363350,NA,NA,Longmeadow CDP,G2502170,Longmeadow CDP,G25036335,Longmeadow CDP,G25036335,Longmeadow CDP,G25036335,Longmeadow CDP,G25036335,NA,NA,NA
01169,county subdivision,MA,Manchester,Manchester,NA,1,https://justice.tougaloo.edu/sundowntown/manchester-ma/,Possible,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,Email 1/2008,TotalCensus Geography Match,NA,"NA,COUSUB:37995","NA,COUSUB:37995",NA,37995,NA,NA,NA,NA,NA,NA,NA,NA,Manchester-by-the-Sea town,G250009037995,Manchester-by-the-Sea town,G250009037995,Manchester-by-the-Sea town,G250009037995,25009,Essex County,G250009037995
01171,place,MA,Maynard,Maynard,NA,1,https://justice.tougaloo.edu/sundowntown/maynard-ma/,Probable,Don't Know,"Probably Not, Although Still Very Few Black People",Unknown,Black,"Email from a nearby white resident:
“I’ve NEVER heard of anything that would qualify Maynard as a ‘sundown town.'”",Census fuzzy string match,NA,CDP:39660,CDP:39660,39660,NA,NA,G250396600,NA,NA,Maynard CDP,G2502370,Maynard CDP,G25039660,Maynard CDP,G25039660,Maynard CDP,G25039660,Maynard CDP,G25039660,NA,NA,NA
01172,county subdivision,MA,Montague,Montague,NA,1,https://justice.tougaloo.edu/sundowntown/montague-ma/,Probable,Don't Know,Don’t Know,Unknown,Black,NA,TotalCensus Geography Match,NA,"NA,COUSUB:42285","NA,COUSUB:42285",NA,42285,NA,NA,Montague Town,G2500110080,MONTAGUE TOWN,G2500110080,Montague town,G250011042285,Montague town,G250011042285,Montague town,G250011042285,Montague town,G250011042285,25011,Franklin County,G250011042285
